text,label,language
पाणी पित रहा.,0,Marathi
10 वाजता भेटूया का?,0,Marathi
डॉक्युमेंट वाचून घे.,0,Marathi
लॅपटॉप ठीक आहे का?,0,Marathi
मी कॅन्टीनमध्ये आहे.,0,Marathi
लंच झाला का?,0,Marathi
फोल्डर अपडेट केलं आहे.,0,Marathi
काल कॉलेजमध्ये खूप गर्दी होती.,0,Marathi
मी घरून काम करतो आहे.,0,Marathi
अपडेट इन्स्टॉल केलं का?,0,Marathi
आज सुट्टी आहे का?,0,Marathi
उद्या प्रोजेक्ट मीटिंग आहे.,0,Marathi
आज खूप थकलो आहे.,0,Marathi
तुझी तब्येत आता कशी आहे?,0,Marathi
पुस्तक मिळालं का?,0,Marathi
लॅपटॉप रीस्टार्ट कर.,0,Marathi
प्रिंटरमध्ये पेपर टाक.,0,Marathi
आज रात्री अभ्यास करणार आहे.,0,Marathi
होमवर्क खूप मोठा आहे.,0,Marathi
ग्रुप डिस्कशन छान झालं.,0,Marathi
"उद्या व्हायवा आहे, लक्षात ठेव.",0,Marathi
तुझा प्रोजेक्ट खूप चांगला आहे.,0,Marathi
फाईल अपलोड करत आहे.,0,Marathi
लायब्ररी आज शांत होती.,0,Marathi
सगळं नोट करून ठेवलं आहे.,0,Marathi
तुमचे बँक खाते तात्काळ बंद करण्यात आले आहे. लगेच पडताळणी करा.,1,Marathi
"तुम्ही ₹50,000 चे बक्षीस जिंकले आहे! आत्ताच क्लेम करा.",1,Marathi
तुमचे UPI 30 मिनिटांत ब्लॉक होईल. KYC पूर्ण करा.,1,Marathi
तुमचे ATM कार्ड ब्लॉक झाले आहे. पुन्हा सक्रिय करण्यासाठी क्लिक करा.,1,Marathi
तुमचे PAN तपशील चुकीचे आहेत. लगेच अपडेट करा.,1,Marathi
"Income Tax रिफंड ₹12,450 तयार आहे. क्लेम करा.",1,Marathi
तुमचे WhatsApp खाते सस्पेंड होईल. पडताळणी करा.,1,Marathi
SIM कार्ड बंद होणार आहे. लगेच KYC करा.,1,Marathi
OTP शेअर नाही केल्यास खाते बंद होईल.,1,Marathi
Amazon लकी ड्रॉमध्ये निवड झाली आहे! बक्षीस मिळवा.,1,Marathi
तुमचे वीज बिल बाकी आहे. 2 तासांत पुरवठा बंद होईल.,1,Marathi
Google Pay खाते सस्पेंड होईल. लगेच पडताळणी करा.,1,Marathi
लॉटरी जिंकली आहे! तपशील देण्यासाठी क्लिक करा.,1,Marathi
डेबिट कार्ड ब्लॉक झाले आहे. अपडेट करा.,1,Marathi
आधार सस्पेंड झाला आहे. लगेच दुरुस्त करा.,1,Marathi
तुमच्या खात्यात संशयास्पद व्यवहार आढळला आहे.,1,Marathi
क्रेडिट कार्ड 24 तासांत बंद होईल.,1,Marathi
सरकारी योजनेसाठी निवड झाली आहे. नोंदणी करा.,1,Marathi
नेट बँकिंग पासवर्ड कालबाह्य झाला आहे.,1,Marathi
"₹1,00,000 कर्ज मंजूर! लगेच मिळवा.",1,Marathi
Facebook खाते 10 मिनिटांत बंद होईल.,1,Marathi
फ्री रिचार्ज मिळवण्यासाठी क्लिक करा.,1,Marathi
Paytm वॉलेट बंद होणार आहे.,1,Marathi
ATM बंद होण्यापूर्वी OTP टाका.,1,Marathi
Netflix सदस्यत्व संपत आहे. नूतनीकरण करा.,1,Marathi
"₹75,000 कॅशबॅक ऑफर! लगेच नोंदणी करा.",1,Marathi
तुमचे खाते 30 मिनिटांत लॉक होईल.,1,Marathi
फ्री iPhone जिंकण्यासाठी क्लिक करा.,1,Marathi
इन्शुरन्स पॉलिसी संपली आहे.,1,Marathi
"₹9,999 तुमच्या खात्यातून डेबिट झाले.",1,Marathi
UPI व्यवहार अयशस्वी झाला. पडताळणी करा.,1,Marathi
Instagram खाते बंद होणार आहे.,1,Marathi
EMI बाकी आहे. लगेच भरा.,1,Marathi
फ्री गिफ्ट व्हाउचर मिळवा.,1,Marathi
तुमचे खाते कायमचे सस्पेंड होईल.,1,Marathi
तुमचे बँक KYC अपूर्ण आहे. 24 तासांत पूर्ण करा.,1,Marathi
आधार क्रमांकावर संशयास्पद क्रिया आढळली.,1,Marathi
क्रेडिट स्कोर अपडेट आवश्यक आहे.,1,Marathi
"₹25,000 बक्षीस मिळवण्यासाठी तपशील भरा.",1,Marathi
मोबाइल नंबर पडताळणी आवश्यक आहे.,1,Marathi
PayPal खाते लॉक झाले आहे.,1,Marathi
"₹10,000 तत्काळ कर्ज मिळवा.",1,Marathi
OTP टाकला नाही तर व्यवहार रद्द होईल.,1,Marathi
Amazon ऑर्डर होल्डवर आहे.,1,Marathi
खाते 12 तासांत डिलीट होईल.,1,Marathi
मोफत TV जिंकण्याची शेवटची संधी!,1,Marathi
मोठी रक्कम जमा झाली आहे. पडताळणी करा.,1,Marathi
Google खाते हॅक झाले आहे.,1,Marathi
SIM 2 तासांत बंद होईल.,1,Marathi
"₹5,000 कॅशबॅक मिळवा.",1,Marathi
नेटबँकिंग अॅक्सेस बंद झाला आहे.,1,Marathi
Free गिफ्ट हॅम्पर जिंकण्यासाठी क्लिक करा.,1,Marathi
"₹15,000 डेबिट झाले. तपासा.",1,Marathi
आधार-पॅन लिंकिंग अपूर्ण आहे.,1,Marathi
तुमचे कार्ड 1 दिवसात निष्क्रिय होईल.,1,Marathi
"₹20,000 बक्षीस जिंकण्यासाठी नोंदणी करा.",1,Marathi
इन्शुरन्स क्लेम प्रलंबित आहे.,1,Marathi
OTP लगेच टाका नाहीतर खाते बंद होईल.,1,Marathi
तुमचे बँक खाते सुरक्षा तपासणीमध्ये आहे.,1,Marathi
आज क्लास कित्या वेल्यार सुरू जाता?,0,Konkani
तुंय घराक सुरक्षित पोचला काय?,0,Konkani
फाल्यां परिक्षेक तयारी जाली काय?,0,Konkani
सांज्याक क्रिकेट खेळपाक वचूया काय?,0,Konkani
"आई फोन करताली, उलय करून घे.",0,Konkani
आज हवामान खूब बरें आसा.,0,Konkani
तुझें प्रेझेंटेशन खूब बरें आशिल्लें.,0,Konkani
जेवण केलें काय?,0,Konkani
हांव बसस्टॉपार आसा.,0,Konkani
फाल्यां मेळूंया काय?,0,Konkani
घराक पोचल्यार मेसेज कर.,0,Konkani
होमवर्क पूर्ण केलें काय?,0,Konkani
आज ऑफिसांत खूब काम आसा.,0,Konkani
तुझो वाढदिवसाचो प्लान काय?,0,Konkani
"माका कॉल कर, उलय करपाचें आसा.",0,Konkani
शनिवारी पिक्चर पळोवया काय?,0,Konkani
"हांव मेल धाडली आसा, तपासून पळय.",0,Konkani
आज ट्रॅफिक खूब आशिल्लें.,0,Konkani
तुझे नोट्स माका खूब उपकारक जाले.,0,Konkani
फाल्यां लायब्ररीक वचूया काय?,0,Konkani
मीटिंगची लिंक धाड.,0,Konkani
असाइनमेंट पूर्ण केलें.,0,Konkani
तुझो फोन स्विच ऑफ आसा.,0,Konkani
आज तूं फ्री आसा काय?,0,Konkani
तो फोटो माका धाड.,0,Konkani
नवो मोबाईल घेतलो काय?,0,Konkani
लंच ब्रेकांत कॉल कर.,0,Konkani
माझी टेस्ट बरें जाली.,0,Konkani
तुझी ट्रेन कित्या वेल्यार आसा?,0,Konkani
फाईलाचें नाव बदल.,0,Konkani
नवो एपिसोड पळयलो काय?,0,Konkani
फाल्यां लवकर निघूंक लागता.,0,Konkani
ग्रुपांत आयलें असाइनमेंट पळयलें काय?,0,Konkani
तुंय धाडलेलें गाणें खूब आवडलें.,0,Konkani
डेटा अपडेट केलो आसा.,0,Konkani
आज घराक लवकर वचता.,0,Konkani
लॅब कोट आनपाक विसरू नको.,0,Konkani
हांगा नेटवर्क कमी आसा.,0,Konkani
तुझो रिज्युमे बरें आसा.,0,Konkani
हें काम फाल्यां करूया काय?,0,Konkani
नवो शेड्यूल आयलो काय?,0,Konkani
फ्री जाल्यार मेसेज कर.,0,Konkani
हांव ऑफिसांत आसा.,0,Konkani
नोट्स खूब स्पष्ट आसात.,0,Konkani
लिंक्स सेव केल्या आसात.,0,Konkani
मीटिंग पाच मिनिट उशीर आसा.,0,Konkani
पेन टेबलार दवरली आसा.,0,Konkani
हांगा सिग्नल कमी आसा.,0,Konkani
उदक पियता राव.,0,Konkani
दहा वाजतां मेळूंया काय?,0,Konkani
डॉक्युमेंट वाचून घे.,0,Konkani
लॅपटॉप बरें आसा काय?,0,Konkani
हांव कॅन्टीनांत आसा.,0,Konkani
लंच जालो काय?,0,Konkani
फोल्डर अपडेट केलो आसा.,0,Konkani
काल कॉलेजांत खूब गर्दी आशिल्ले.,0,Konkani
हांव घरांतल्यान काम करता.,0,Konkani
अपडेट इन्स्टॉल केलें काय?,0,Konkani
आज सुट्टी आसा काय?,0,Konkani
फाल्यां प्रोजेक्ट मीटिंग आसा.,0,Konkani
आज खूब थकला आसा.,0,Konkani
तुझी तब्येत आता कशी आसा?,0,Konkani
पुस्तक मेळलें काय?,0,Konkani
लॅपटॉप रीस्टार्ट कर.,0,Konkani
प्रिंटरांत पेपर घाल.,0,Konkani
आज रात्री अभ्यास करचो आसा.,0,Konkani
होमवर्क खूब लाम्ब आसा.,0,Konkani
ग्रुप डिस्कशन बरें जालें.,0,Konkani
"फाल्यां व्हायवा आसा, विसरू नको.",0,Konkani
तुझो प्रोजेक्ट खूब बरें आसा.,0,Konkani
फाईल अपलोड करता.,0,Konkani
लायब्ररी आज शांत आशिल्ले.,0,Konkani
सगळें नोट करून दवरलें.,0,Konkani
तुमचें बँक खाते तात्काळ बंद केलें आसा. लागीं पडताळणी करात.,1,Konkani
"तुंय ₹50,000 चे बक्षीस जिंकलें! आतां क्लेम करात.",1,Konkani
तुमचें UPI 30 मिनिटांत ब्लॉक जाता. KYC पूर्ण करात.,1,Konkani
तुमचें ATM कार्ड ब्लॉक जालें आसा. पुन्हा सक्रिय करपाक क्लिक करात.,1,Konkani
तुमचें PAN तपशील चुकिचे आसात. लागीं अपडेट करात.,1,Konkani
Income Tax रिफंड तयार आसा. क्लेम करपाक क्लिक करात.,1,Konkani
तुमचें WhatsApp खाते सस्पेंड जाता. पडताळणी करात.,1,Konkani
SIM कार्ड बंद जाता. लागीं KYC करात.,1,Konkani
OTP दिलें ना तर खाते बंद जाता.,1,Konkani
Amazon लकी ड्रॉ जिंकलात! बक्षीस घेता.,1,Konkani
वीज बिल बाकी आसा. 2 तासांत पुरवठो बंद जाता.,1,Konkani
Google Pay खाते सस्पेंड जाता. लागीं पडताळणी करात.,1,Konkani
लॉटरी जिंकलात! तपशील दवरात.,1,Konkani
डेबिट कार्ड ब्लॉक जालें आसा.,1,Konkani
आधार सस्पेंड जालें आसा. लागीं दुरुस्त करात.,1,Konkani
तुमच्या खात्यांत संशयास्पद व्यवहार आढळलो.,1,Konkani
क्रेडिट कार्ड 24 तासांत बंद जाता.,1,Konkani
सरकारी योजनेसाठी निवड जाली. नोंदणी करात.,1,Konkani
नेट बँकिंग पासवर्ड कालबाह्य जालो.,1,Konkani
"₹1,00,000 कर्ज मंजूर! आतां घेता.",1,Konkani
Facebook खाते 10 मिनिटांत बंद जाता.,1,Konkani
फ्री रिचार्ज मेळपाक क्लिक करात.,1,Konkani
Paytm वॉलेट बंद जाता.,1,Konkani
ATM बंद जावपाच्या आदल्यार OTP दवरात.,1,Konkani
Netflix सदस्यत्व संपता. नूतनीकरण करात.,1,Konkani
"₹75,000 कॅशबॅक ऑफर! लागीं नोंदणी करात.",1,Konkani
तुमचें खाते 30 मिनिटांत लॉक जाता.,1,Konkani
फ्री iPhone जिंकपाक क्लिक करात.,1,Konkani
इन्शुरन्स पॉलिसी संपली आसा.,1,Konkani
"₹9,999 तुमच्या खात्यांतून डेबिट जालें.",1,Konkani
UPI व्यवहार अयशस्वी जालो. पडताळणी करात.,1,Konkani
Instagram खाते बंद जाता.,1,Konkani
EMI बाकी आसा. लागीं भरात.,1,Konkani
फ्री गिफ्ट व्हाउचर घेता.,1,Konkani
तुमचें खाते कायमचें सस्पेंड जाता.,1,Konkani
KYC अपूर्ण आसा. 24 तासांत पूर्ण करात.,1,Konkani
मोबाइल नंबर पडताळणी आवश्यक आसा.,1,Konkani
"₹25,000 बक्षीस मेळपाक तपशील भरात.",1,Konkani
Google खाते हॅक जालें आसा.,1,Konkani
"₹10,000 तत्काळ कर्ज मेळता.",1,Konkani
SIM 2 तासांत बंद जाता.,1,Konkani
"₹5,000 कॅशबॅक घेता.",1,Konkani
आधार-पॅन लिंकिंग अपूर्ण आसा.,1,Konkani
कार्ड 1 दिसांत निष्क्रिय जाता.,1,Konkani
तुमचें बँक खाते सुरक्षा तपासणींत आसा.,1,Konkani
آج کلاس کتنے بجے شروع ہوگی؟,0,Urdu
کل تمہارا پریزنٹیشن بہت اچھا تھا۔,0,Urdu
میں شام کو بازار جا رہا ہوں، کچھ چاہیے؟,0,Urdu
گھر پہنچ کر ضرور اطلاع دینا۔,0,Urdu
پڑھائی کیسی چل رہی ہے؟,0,Urdu
ہم اتوار کو فلم دیکھنے جا رہے ہیں۔,0,Urdu
آج موسم بہت خوشگوار ہے۔,0,Urdu
میں نے تمہاری کتاب میز پر رکھ دی ہے۔,0,Urdu
لیپ ٹاپ چارج پر لگا دینا۔,0,Urdu
کیا تم نے کھانا کھا لیا؟,0,Urdu
میں دس منٹ میں پہنچ جاؤں گا۔,0,Urdu
آج کا ٹیسٹ کیسا رہا؟,0,Urdu
تمہارے نوٹس سے کافی مدد ملی۔,0,Urdu
کل لائبریری چلنا ہے؟,0,Urdu
میٹنگ کا لنک بھیج دینا۔,0,Urdu
میں شام تک اسائنمنٹ مکمل کر لوں گا۔,0,Urdu
تمہارا فون بند جا رہا تھا۔,0,Urdu
کیا تم آج فری ہو؟,0,Urdu
مجھے وہ تصویر بھیج دو۔,0,Urdu
لنچ بریک میں کال کر لینا۔,0,Urdu
میرا پریکٹیکل اچھا ہو گیا۔,0,Urdu
تمہاری ٹرین کتنے بجے ہے؟,0,Urdu
فائل کو ری نیم کر دینا۔,0,Urdu
کیا تم نے نیا ایپی سوڈ دیکھا؟,0,Urdu
کل جلدی نکلنا ہوگا۔,0,Urdu
گروپ میں آیا ہوا اسائنمنٹ دیکھ لیا؟,0,Urdu
میں نے میل کر دی ہے، چیک کر لینا۔,0,Urdu
کل جم چلیں گے؟,0,Urdu
میں نے پروجیکٹ کا ڈیٹا اپڈیٹ کر دیا ہے۔,0,Urdu
آج گھر جلدی جانا ہے۔,0,Urdu
لیب کوٹ لانا مت بھولنا۔,0,Urdu
آج ٹریفک بہت تھا۔,0,Urdu
کیا ہم یہ کام کل کریں؟,0,Urdu
نیا شیڈول آ گیا ہے؟,0,Urdu
فری ہو تو میسج کرنا۔,0,Urdu
میں ابھی آفس میں ہوں۔,0,Urdu
میں نے لنکس محفوظ کر لیے ہیں۔,0,Urdu
میٹنگ پانچ منٹ لیٹ ہوگی۔,0,Urdu
یہاں نیٹ ورک کمزور ہے۔,0,Urdu
پانی پیتے رہنا۔,0,Urdu
کیا ہم دس بجے ملیں؟,0,Urdu
براہ کرم یہ ڈاکیومنٹس پڑھ لینا۔,0,Urdu
میں کیفے میں ہوں۔,0,Urdu
لنچ کر لیا کیا؟,0,Urdu
میں گھر سے کام کر رہا ہوں۔,0,Urdu
کیا آج چھٹی ہے؟,0,Urdu
کل پروجیکٹ میٹنگ ہوگی۔,0,Urdu
آج بہت تھک گیا ہوں۔,0,Urdu
تمہاری طبیعت اب کیسی ہے؟,0,Urdu
کتاب مل گئی؟,0,Urdu
لیپ ٹاپ ری اسٹارٹ کر لو۔,0,Urdu
پرنٹر میں کاغذ ڈال دو۔,0,Urdu
میں رات کو پڑھائی کروں گا۔,0,Urdu
ہوم ورک آج بہت لمبا ہے۔,0,Urdu
کل وائوا ہے یاد رکھنا۔,0,Urdu
میں فائل اپلوڈ کر رہا ہوں۔,0,Urdu
لائبریری آج خالی تھی۔,0,Urdu
میں نے سب کچھ نوٹ کر لیا ہے۔,0,Urdu
کل ملتے ہیں۔,0,Urdu
میں راستے میں ہوں۔,0,Urdu
کیا تم نے اپڈیٹ انسٹال کیا؟,0,Urdu
آج میٹنگ کتنے بجے ہے؟,0,Urdu
مجھے اپنا ایڈریس بھیج دو۔,0,Urdu
کل بارش کا امکان ہے۔,0,Urdu
کیا تم گھر پر ہو؟,0,Urdu
میں تمہیں بعد میں کال کروں گا۔,0,Urdu
یہ کام آسان تھا۔,0,Urdu
ہم شام کو بات کریں گے۔,0,Urdu
میں نے تمہیں ای میل بھیجی ہے۔,0,Urdu
کیا تم میرے ساتھ آؤ گے؟,0,Urdu
میں نے رپورٹ مکمل کر لی ہے۔,0,Urdu
آج کافی مصروف دن تھا۔,0,Urdu
براہ کرم دروازہ بند کر دینا۔,0,Urdu
میں نے بل ادا کر دیا ہے۔,0,Urdu
کل جلدی اٹھنا ہے۔,0,Urdu
آپ کا بینک اکاؤنٹ معطل کر دیا گیا ہے۔ فوراً تصدیق کریں۔,1,Urdu
"آپ نے 50,000 روپے کا انعام جیتا ہے! ابھی کلیم کریں۔",1,Urdu
آپ کا اے ٹی ایم کارڈ بلاک ہو جائے گا۔ فوری KYC مکمل کریں۔,1,Urdu
آپ کے موبائل نمبر پر غیر مجاز سرگرمی پائی گئی ہے۔ فوراً لاگ ان کریں۔,1,Urdu
آپ کا بجلی کا بل بقایا ہے۔ ادائیگی نہ کرنے پر کنکشن منقطع ہوگا۔,1,Urdu
مبارک ہو! آپ کو مفت اسمارٹ فون ملا ہے۔ تفصیلات دیکھیں۔,1,Urdu
آپ کا سوشل میڈیا اکاؤنٹ بند کیا جا رہا ہے۔ ابھی پاسورڈ ری سیٹ کریں۔,1,Urdu
آپ کے نام پر قرض منظور ہو گیا ہے۔ رقم حاصل کرنے کے لیے کلک کریں۔,1,Urdu
فوری اطلاع: آپ کی لاٹری نکل آئی ہے۔ ابھی رجسٹر کریں۔,1,Urdu
آپ کا پارسل روک دیا گیا ہے۔ تصدیق کے لیے لنک پر کلک کریں۔,1,Urdu
آپ کا اکاؤنٹ ہیک ہو چکا ہے۔ فوری لاگ ان کر کے محفوظ کریں۔,1,Urdu
ٹیکس ریفنڈ کے لیے اپنی معلومات درج کریں۔,1,Urdu
آپ کا UPI ادائیگی ناکام ہو گئی ہے۔ دوبارہ تصدیق کریں۔,1,Urdu
آپ کی سم بلاک کی جا رہی ہے۔ فوری تصدیق کریں۔,1,Urdu
آپ کے بینک میں مشکوک ٹرانزیکشن ہوئی ہے۔ تفصیلات دیکھیں۔,1,Urdu
اپنا پن کوڈ اپڈیٹ کریں ورنہ اکاؤنٹ بند ہو جائے گا۔,1,Urdu
آپ کی انشورنس پالیسی منسوخ ہو رہی ہے۔ ابھی تجدید کریں۔,1,Urdu
آپ کو فوری طور پر تصدیقی فیس ادا کرنی ہوگی۔,1,Urdu
آپ کے کریڈٹ کارڈ پر غیر مجاز خریداری ہوئی ہے۔ چیک کریں۔,1,Urdu
مبارک ہو! آپ کو بیرون ملک نوکری کی پیشکش ملی ہے۔ ابھی اپلائی کریں۔,1,Urdu
آپ کا واٹس ایپ اکاؤنٹ معطل کیا جا رہا ہے۔ تصدیق کریں۔,1,Urdu
آپ کے نام پر قانونی نوٹس جاری ہوا ہے۔ تفصیلات کے لیے کلک کریں۔,1,Urdu
فوری کارروائی کریں! آپ کا اکاؤنٹ 24 گھنٹوں میں بند ہو جائے گا۔,1,Urdu
اپنے اکاؤنٹ کی معلومات اپڈیٹ نہ کرنے پر سروس بند کر دی جائے گی۔,1,Urdu
آپ کا ڈیلیوری ایڈریس غلط ہے۔ درست کرنے کے لیے کلک کریں۔,1,Urdu
"آپ کو 10,000 روپے کی سبسڈی ملی ہے۔ ابھی رجسٹر کریں۔",1,Urdu
آپ کا ای میل اکاؤنٹ لاک ہو گیا ہے۔ انلاک کرنے کے لیے لاگ ان کریں۔,1,Urdu
فوری اطلاع: آپ کا بینک اسٹیٹمنٹ دستیاب ہے۔ دیکھنے کے لیے کلک کریں۔,1,Urdu
آپ کے اکاؤنٹ کی سیکیورٹی اپڈیٹ درکار ہے۔,1,Urdu
آپ کا قرضہ مسترد ہو گیا ہے۔ دوبارہ اپلائی کریں۔,1,Urdu
آپ کی پنشن روک دی گئی ہے۔ تصدیق کریں۔,1,Urdu
آپ کا ڈیٹا لیک ہو گیا ہے۔ فوری ایکشن لیں۔,1,Urdu
مبارک ہو! آپ کو کیش بیک ملا ہے۔ ابھی حاصل کریں۔,1,Urdu
آپ کا اکاؤنٹ 12 گھنٹوں میں غیر فعال ہو جائے گا۔,1,Urdu
اپنی شناخت کی تصدیق کریں ورنہ سروس بند ہوگی۔,1,Urdu
آپ کے نام پر نئی ٹرانزیکشن ہوئی ہے۔ چیک کریں۔,1,Urdu
فوری ادائیگی کریں ورنہ جرمانہ ہوگا۔,1,Urdu
آپ کا آن لائن اکاؤنٹ معطل کر دیا گیا ہے۔,1,Urdu
آپ کو سرکاری امداد کے لیے منتخب کیا گیا ہے۔,1,Urdu
اپنی بینک تفصیلات اپڈیٹ کریں۔,1,Urdu
آپ کا ریفنڈ زیر التوا ہے۔,1,Urdu
فوری طور پر اپنا پاسورڈ تبدیل کریں۔,1,Urdu
آپ کا موبائل بینکنگ اکاؤنٹ لاک ہو گیا ہے۔,1,Urdu
اپنی KYC معلومات اپڈیٹ کریں۔,1,Urdu
آپ کا پارسل کسٹمز میں رکا ہوا ہے۔,1,Urdu
آپ کے اکاؤنٹ کی توثیق ضروری ہے۔,1,Urdu
مبارک ہو! آپ کو بونس ملا ہے۔,1,Urdu
آپ کی گاڑی کا چالان جاری ہو گیا ہے۔,1,Urdu
آپ کی سروس ختم ہونے والی ہے۔,1,Urdu
ਅੱਜ ਕਲਾਸ ਕਿੰਨੇ ਵਜੇ ਸ਼ੁਰੂ ਹੋਵੇਗੀ?,0,Punjabi
ਕੱਲ੍ਹ ਤੇਰਾ ਪ੍ਰੇਜ਼ੈਂਟੇਸ਼ਨ ਬਹੁਤ ਵਧੀਆ ਸੀ।,0,Punjabi
"ਮੈਂ ਸ਼ਾਮ ਨੂੰ ਬਾਜ਼ਾਰ ਜਾ ਰਿਹਾ ਹਾਂ, ਕੁਝ ਲੈਣਾ ਹੈ?",0,Punjabi
ਘਰ ਪਹੁੰਚ ਕੇ ਦੱਸ ਦੇਣਾ।,0,Punjabi
ਪੜਾਈ ਕਿਵੇਂ ਚੱਲ ਰਹੀ ਹੈ?,0,Punjabi
ਅਸੀਂ ਐਤਵਾਰ ਨੂੰ ਫਿਲਮ ਦੇਖਣ ਜਾ ਰਹੇ ਹਾਂ।,0,Punjabi
ਅੱਜ ਮੌਸਮ ਬਹੁਤ ਵਧੀਆ ਹੈ।,0,Punjabi
ਮੈਂ ਤੇਰੀ ਕਿਤਾਬ ਮੇਜ਼ ਤੇ ਰੱਖ ਦਿੱਤੀ ਹੈ।,0,Punjabi
ਲੈਪਟਾਪ ਚਾਰਜ ਤੇ ਲਗਾ ਦੇਣਾ।,0,Punjabi
ਕੀ ਤੂੰ ਖਾਣਾ ਖਾ ਲਿਆ?,0,Punjabi
ਮੈਂ ਦਸ ਮਿੰਟ ਵਿੱਚ ਪਹੁੰਚ ਜਾਵਾਂਗਾ।,0,Punjabi
ਅੱਜ ਦਾ ਟੈਸਟ ਕਿਵੇਂ ਗਿਆ?,0,Punjabi
ਤੇਰੇ ਨੋਟਸ ਨਾਲ ਬਹੁਤ ਮਦਦ ਮਿਲੀ।,0,Punjabi
ਕੱਲ੍ਹ ਲਾਇਬ੍ਰੇਰੀ ਚੱਲਣਾ ਹੈ?,0,Punjabi
ਮੀਟਿੰਗ ਦਾ ਲਿੰਕ ਭੇਜ ਦੇਣਾ।,0,Punjabi
ਮੈਂ ਸ਼ਾਮ ਤੱਕ ਅਸਾਈਨਮੈਂਟ ਪੂਰਾ ਕਰ ਲਵਾਂਗਾ।,0,Punjabi
ਤੇਰਾ ਫੋਨ ਬੰਦ ਆ ਰਿਹਾ ਸੀ।,0,Punjabi
ਕੀ ਤੂੰ ਅੱਜ ਫ੍ਰੀ ਹੈਂ?,0,Punjabi
ਮੈਨੂੰ ਉਹ ਫੋਟੋ ਭੇਜ ਦੇ।,0,Punjabi
ਲੰਚ ਬ੍ਰੇਕ ਵਿੱਚ ਕਾਲ ਕਰ ਲੈਣਾ।,0,Punjabi
ਮੇਰਾ ਪ੍ਰੈਕਟਿਕਲ ਵਧੀਆ ਹੋ ਗਿਆ।,0,Punjabi
ਤੇਰੀ ਟ੍ਰੇਨ ਕਿੰਨੇ ਵਜੇ ਹੈ?,0,Punjabi
ਫਾਇਲ ਨੂੰ ਰੀਨੇਮ ਕਰ ਦੇਣਾ।,0,Punjabi
ਕੀ ਤੂੰ ਨਵਾਂ ਐਪੀਸੋਡ ਵੇਖਿਆ?,0,Punjabi
ਕੱਲ੍ਹ ਜਲਦੀ ਨਿਕਲਣਾ ਪਵੇਗਾ।,0,Punjabi
ਗਰੁੱਪ ਵਿੱਚ ਆਇਆ ਅਸਾਈਨਮੈਂਟ ਵੇਖ ਲਿਆ?,0,Punjabi
"ਮੈਂ ਮੇਲ ਕਰ ਦਿੱਤੀ ਹੈ, ਚੈੱਕ ਕਰ ਲੈਣਾ।",0,Punjabi
ਕੱਲ੍ਹ ਜਿਮ ਚੱਲੀਏ?,0,Punjabi
ਮੈਂ ਪ੍ਰੋਜੈਕਟ ਦਾ ਡਾਟਾ ਅਪਡੇਟ ਕਰ ਦਿੱਤਾ ਹੈ।,0,Punjabi
ਅੱਜ ਘਰ ਜਲਦੀ ਜਾਣਾ ਹੈ।,0,Punjabi
ਲੈਬ ਕੋਟ ਲਿਆਉਣਾ ਨਾ ਭੁੱਲਣਾ।,0,Punjabi
ਅੱਜ ਟ੍ਰੈਫਿਕ ਬਹੁਤ ਸੀ।,0,Punjabi
ਕੀ ਅਸੀਂ ਇਹ ਕੰਮ ਕੱਲ੍ਹ ਕਰੀਏ?,0,Punjabi
ਨਵਾਂ ਸ਼ਡਿਊਲ ਆ ਗਿਆ ਹੈ?,0,Punjabi
ਫ੍ਰੀ ਹੋ ਕੇ ਮੈਸੇਜ ਕਰ ਦੇਣਾ।,0,Punjabi
ਮੈਂ ਹੁਣ ਆਫਿਸ ਵਿੱਚ ਹਾਂ।,0,Punjabi
ਮੈਂ ਲਿੰਕ ਸੇਵ ਕਰ ਲਏ ਹਨ।,0,Punjabi
ਮੀਟਿੰਗ ਪੰਜ ਮਿੰਟ ਲੇਟ ਹੋਵੇਗੀ।,0,Punjabi
ਇੱਥੇ ਨੈਟਵਰਕ ਕਮਜ਼ੋਰ ਹੈ।,0,Punjabi
ਪਾਣੀ ਪੀਦਾ ਰਹੀ।,0,Punjabi
ਕੀ ਅਸੀਂ ਦੱਸ ਵਜੇ ਮਿਲੀਏ?,0,Punjabi
ਕਿਰਪਾ ਕਰਕੇ ਇਹ ਡੌਕੂਮੈਂਟ ਪੜ੍ਹ ਲੈਣਾ।,0,Punjabi
ਮੈਂ ਕੈਫੇ ਵਿੱਚ ਹਾਂ।,0,Punjabi
ਲੰਚ ਕਰ ਲਿਆ?,0,Punjabi
ਮੈਂ ਘਰ ਤੋਂ ਕੰਮ ਕਰ ਰਿਹਾ ਹਾਂ।,0,Punjabi
ਕੀ ਅੱਜ ਛੁੱਟੀ ਹੈ?,0,Punjabi
ਕੱਲ੍ਹ ਪ੍ਰੋਜੈਕਟ ਮੀਟਿੰਗ ਹੈ।,0,Punjabi
ਅੱਜ ਬਹੁਤ ਥੱਕ ਗਿਆ ਹਾਂ।,0,Punjabi
ਤੇਰੀ ਤਬੀਅਤ ਹੁਣ ਕਿਵੇਂ ਹੈ?,0,Punjabi
ਕਿਤਾਬ ਮਿਲ ਗਈ?,0,Punjabi
ਲੈਪਟਾਪ ਰੀਸਟਾਰਟ ਕਰ ਲੈ।,0,Punjabi
